Name,Year of release,Image,title,country origin,Number of Episode,Aired Date,original network,Duration,Content Rating,Rating,Rank,popularity,watcher,Synopsis,Genre,Tags,Cast,watch on,director,Aired On,,,,,
Youth of May,2021,https://i.mydramalist.com/0l4wY_4c.jpg?v=1,Youth of May,South Korea,12,"May3, 2021 - Jun8, 2021",KBS2,60 min,15+ - Teens 15 or older,8.7,81,296,"22,429","Hee Tae becomes the pride of Gwangju when he enters Seoul National University College of Medicine with top marks. His best friend Kyung Soo, an avid pro-democracy activist, insists that they open an illegal clinic for students on the run from the government. One day, a factory worker is injured during a protest. In exchange for the costs of discreetly transporting himself and the factory worker to his hometown, Hee Tae must go to a meeting with a potential marriage partner arranged by his father. At this meeting, Hee Tae meets Myung Hee, a nurse persevering through the hardships of life. She only agrees to go to this meeting in place of her friend Soo Ryeon, because she needs to come up with the airfare to go study in Germany. However, Myung Hee and Hee Tae end up falling in love. In May of 1980, amidst the heated passion and cries for democracy that reverberated throughout Gwangju, Hee Tae and Myung Hee find themselves in a twist of fate.

(Source: Viki)

~ Based on real events of the Gwangju Uprising that happened in the city of Gwangju, South Korea, from May 18 to May 27, 1980.","Historical,Romance,Drama,Melodrama","1980s, Nurse, Rich Man/Poor Woman, Gwangju Uprising, Medical Student, Strong Female Lead, Smart Female Lead, Forbidden Love, Star Crossed Lovers, Tearjerker",Lee Do Hyun Hwang Hee TaeMain RoleGo Min Si Kim Myung HeeMain RoleLee Sang Yi Lee Soo ChanMain RoleGeum Sae Rok Lee Soo RyunMain RoleOh Man Suk Hwang Gi Nam [Hee Tae's father]Support RoleUhm Hyo Sub Lee Chang Geun [Soo Ryun and Soo Chan's father]Support Role,Viki  ,Song Min Yeop,"Monday, Tuesday",,,,,
Navillera,2021,https://i.mydramalist.com/dNO1d_4c.jpg?v=1,Navillera,South Korea,12,"Mar 22, 2021 - Apr 27, 2021","Netflix,tvN",1 hr 10 min,15+ - Teens 15 or older,9,20,290,"22,691","A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.

Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chool makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chool does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.

Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chool appears in front of him.

(Source: Netflix, AsianWiki)

~~ Adapted from the webtoon ""Navillera” (나빌레라) written by Hun and illustrated by Ji Min.","Friendship,Life,Drama,Family","Ballet, Unusual Friendship, Dream, Life Lesson, Old-Young Generation, Ballet Dancer, Personal Growth, Adapted From A Webtoon, Father-Son Relationship, Talented Lead",Park In Hwan Shim Deok ChulMain RoleSong Kang Lee Chae RokMain RoleNa Moon Hee Choi Hae NamSupport RoleHong Seung Hee Shim Eun HoSupport RoleKim Tae Hoon Ki Seung Joo [Chae Rok's ballet teacher / So Ri's ex-husband]Support RoleYoonJi Hye Eun So Ri [Seung Joo's ex-wife / Ballet professor]Support Role,Netflix ,Lee Eun Mi,"Monday, Tuesday",,,,,
Imitation,2021,https://i.mydramalist.com/wE3AA_4c.jpg?v=1,Imitation,South Korea,12,"May7, 2021 - Jul 23, 2021","KBS2,Viki",55 min,15+ - Teens 15 or older,8.1,969,343,"20,198","Lee Ma Ha is a member of the new K-pop girl group Tea Party, formed by Ji Hak, who was once the manager of the famous boy group Shax, but resigned after the sudden disappearance of member Eun Jo in the middle of a concert. Prior to joining Tea Party, Ma Ha was a member of the group Omega III, which disbanded on its debut day due to a tragic incident involving a former trainee at the group's company. This led Ma Ha to support herself by performing as an impersonator of the popular solo singer La Li Ma, gaining her public notoriety.
Starting anew with Tea Party, Ma Ha finds herself repeatedly crossing paths with Kwon Ryok, the center and most popular member of Shax who is still haunted by Eun Jo's disappearance three years later. While Ryok initially dislikes Ma Ha due to her imitation of Li Ma, the two eventually begin to grow interest in one another and start a secret relationship that could put both of their careers in jeopardy.
Meanwhile, Lee Yu Jin, Ma Ha's loyal friend who is the center of the rising boy group Sparkling, has been in love with Ma Ha since their idol trainee days. When he notices the budding relationship between Ma Ha and Ryok, he determines to protect her from Ryok and lead Sparkling to beat out Shax as the most popular boy group in the industry.

(Source: Wikipedia)

~~Adapted from the webtoon ""Imitation"" (이미테이션) by Park Kyung Ran (박경란).","Music,Comedy,Romance,Drama","Entertainment Industry, Youth, Friendship, Unfortunate Female Lead, Rivalry, Musician, Idol, Dancer, Hardship, K-Pop",Jeong Ji So Lee Ma Ha Main RoleLee Jun Young Kwon Ryok Main RolePark Ji Yeon La Li MaMain RoleJeong Yun Ho Lee Yoo Jin Main RoleDanny Ahn Ji Hak [JH Entertainment CEO]Support RoleChani Lee Eun Jo [Former Shax member]Support Role,Netflix ,Han Hyun Hee,Friday,,,,,
Here's My Plan,2021,https://i.mydramalist.com/WwbnX_4c.jpg?v=1,Here's My Plan,South Korea,4,"May 19, 2021 - May 27, 2021",MBC,50 min,15+ - Teens 15 or older,8,1285,2362,"3,155","A story where a girl who thinks she has lived an unfortunate life her whole life dreams of revenge on those people who made her life unhappy. 
Lee So Hyun is 20-years-old. She dropped out of high school and resorts to pickpocketing to support herself.
Lee Jae Young runs a small chicken restaurant. He is warm-hearted and he often helps people in bad situations.
(Source: MyDramaList)","Romance, Drama",,Ryu Soo Young Lee Jae YoungMain RoleKim Hwan Hee Lee So HyunMain RoleLee Young Jin Kim Yu MiMain RoleKim Do Hoon Cho Yoon HoMain RoleLee Shi Woo Jun ShikSupport RoleKim Yi Kyung Hee JinSupport Role,Netflix ,Ryoo Sol Ah,"Wednesday, Thursday",,,,,
So I Married an Anti-Fan,2021,https://i.mydramalist.com/QkmV5_4c.jpg?v=1,So I Married an Anti-Fan,South Korea,16,"Apr 30, 2021 - Jun 19, 2021","Amazon Prime,iQiyi,Naver TV Cast,Viki,vLive",1 hr 2 min,15+ - Teens 15 or older,8,1225,228,"26,231","Hoo Joon is a top star and Geun Young is a magazine reporter who both attend a club’s opening night. There, Young witnesses Joon's violent behavior and accidentally vomits on him. Young loses her job and is convinced that Joon has to be behind her firing. She retaliates by demonstrating in front of Joon’s management office, where her picketing eventually garners some media attention and the anti-fan label. 
A producer approaches her about participating in a reality TV show whose premise is that of a celebrity living with their anti-fan. Unemployed, she jumps at the opportunity.Meanwhile, Joon is offered the same show and accepts, thinking that it could only improve his image. When filming begins, Joon and Young try to give each other a hard time on set, only to fall head over heels for one another.

(Source: MyDramaList)

~~ Adapted from the novel ""So I Married an Anti-fan"" (그래서 나는 안티팬과 결혼했다) by Kim Eun Jung (김은정).","Music, Comedy, Romance","Music,Comedy,Romance",ChoiTae Joon Hoo JoonMain RoleChoi Soo Young Lee Geun YoungMain RoleHwang Chan Sung JJ / Choi Jae JoonSupport RoleHan Ji An Oh In HyungSupport RoleKim Min Kyu Go Soo Hwan [Geun Young's co-worker & friend]Support RoleKim Min Kyo Bae Young Seok [CEO of Shooting Star]Support Role,Kocowa  Viki  Apple TV Subscription,"Also Known As: So I Married the Anti-Fan ,No One's Life is Easy ,Geuraeseo Naneun Antipaengwa Gyeolhonhaedda","Friday, Saturday",,,,,
"Nevertheless,",2021,https://i.mydramalist.com/w6jkA_4c.jpg?v=1,"Nevertheless,",South Korea,10,"Jun 19, 2021 - Aug 21, 2021","jTBC,Netflix",1 hr 10 min,15+ - Teens 15 or older,7.6,3142,152,"34,577","Park Jae Eon finds dating a waste of time but likes to flirt. Even though he is friendly and cheerful towards all, he does not pursue others. Park Jae Eon is a master of “push-and-pull” who doesn’t get swept up in emotions. Jae Eon draws firm lines between himself and other people and doesn’t reveal how he feels. Yet when Park Jae Eon meets Yoo Na Bi, he wants to cross those lines. Yoo Na Bi wants to date but doesn’t trust love. After a bitter experience with her first love, she doesn't believe in destiny anymore. But when she meets Park Jae Eon, he has a magical effect on her that challenges Na Bi’s decision to stay aloof.

(Source: Soompi, edited by MyDramaList)

~~ Adapted from the webtoon ""Nevertheless"" (알고있지만) by Jung Seo (정서).","Romance,Youth,Drama","Sculptor, Artist, Steamy Kiss, Sexual Content, Love Triangle, Adapted From A Webtoon, Friends With Benefits, College Life, College Student, Fast Paced Romance",Han So Hee Yoo Na BiMain RoleSong Kang Park Jae EonMain RoleChae Jong Hyeop Yang Do HyukMain RoleLee Yeol Eum Yoon Seol AhMain RoleYang Hye Ji Oh Bit NaMain RoleKim Min Gwi Nam Kyu HyunSupport Role,Netflix  Kocowa  Viki  SBS World  ,Kim Ga Ram,Saturday,,,,,
Mad for Each Other,2021,https://i.mydramalist.com/xJ7pr_4c.jpg?v=1,Mad for Each Other,South Korea,13,"May 24, 2021 - Jun 21, 2021","Daum Kakao TV,Netflix",35 min,Not Yet Rated,8.5,271,560,"14,045","About two people with their own painful stories who go through a complicated process of hurting and healing while falling in love with each other.

No Hwi Oh is a detective in the violent crimes division of the Gangnam Police Station. He thinks that he is doing well until his life suddenly takes a turn and he becomes a “crazy” person who can’t hold in his anger about anything.

Lee Min Kyung is a woman who is caught up in her own delusions and compulsions. She had lived an ordinary life as a pretty woman with a respectable job until “that incident” that caused everything in her life to break down. As a result, she was unable to trust anyone and is caught in a prison of her own making. Her delusions also have the unfortunate side effect of making everyone else around her angry.

(Source: Soompi)","Comedy,Romance,Drama","Trauma, Enemies To Lovers, Healing, Mental Disorder, Personal Growth, Character Development, Unfortunate Male Lead, Dating Violence, Detective, Anger Management Issues",Oh Yeon Seo Lee Min KyungMain RoleJung Woo Noh Hwi OhMain RoleLee Soo Hyun Soo Hyun [Part-timer]Support RoleAhn Woo Yeon Sang Yeop / Samantha [Unit 705]Support RoleKim Nam Hee Lee Seon Ho [Min Kyung's ex-boyfriend]Support RoleBaek Ji Won In Ja [Women's association's president]Support Role,Viki  ,Lee Tae Gon,"Monday, Tuesday, Wednesday",,,,,
"Now, We Are Breaking Up",2021,https://i.mydramalist.com/BKZ4z_4c.jpg?v=1,"Now, We Are Breaking Up",South Korea,16,"Nov 12, 2021 - Jan1, 2022","SBS,ViuTV",60 min,15+ - Teens 15 or older,8.3,27912,1181,"6,833","As the design department’s team leader of one of the nation’s top fashion companies, Ha Young Eun has made quite a name for herself in the fashion industry. Beautiful, trendy, and intelligent, Young Eun loves her work and she’s good at what she does. But when it comes to relationships, things are a bit different. Pragmatic to a fault, Young Eun often comes across as cold-hearted, as she prioritizes stability over all else.

Content in both her work and her life, Young Eun has never really been bothered by the fact that others might see her as cold. But when she meets Yoon Jae Kook, a popular lance fashion photographer, things take an unexpected turn. The living definition of the perfect man, Jae Kook is wealthy, handsome, and intelligent, but that’s not what catches Young Eun’s attention. There’s something more to Jae Kook that Young Eun just can’t seem to ignore. 

As if in a dream, Young Eun and Jae Kook find themselves falling for each other. But not all fairy tales have a happy ending. Is theirs a story that will end in heartbreak or will they manage to find their own version of happily ever after, after all?

(Source: Viki)","Romance,Drama,Melodrama","Smart Female Lead, Older Woman/Younger Man, Age Gap, Realist, Photographer, Smart Male Lead, Designer, Fashion, Cold Female Lead, lancer Photographer",Song Hye Kyo Ha Young EunMain RoleJang Ki Yong Yoon Jae GukMain RoleChoi Hee Seo Hwang Chi SookMain RoleKim Joo Heon Seok Do HoonMain RoleNam Ki Ae Kang Jeong Ja [Young Eun's mother]Support RoleChoi Hong Il Ha Taek Soo [Young Eun's father]Support Role,Netflix  Kocowa   Viki Subscription,Je In,"Friday, Saturday",,,,,
You Are My Spring,2021,https://i.mydramalist.com/6WVrd_4c.jpg?v=1,You Are My Spring,South Korea,16,"Jul5, 2021 - Aug 24, 2021","Netflix,tvN",1 hr 10 min,Not Yet Rated,8.1,1106,747,"10,864","When Kang Da Jung finds a job at a five-star hotel, she rises to the manager position faster than any of her fellow employees who were hired at the same time as her. Her problem is that she takes after her mother’s poor choice of men and dates men who are terrible like her father.
Meanwhile. Joo Young Do is a psychiatrist who helps others heal their emotional wounds and find the will to live. However, he himself bears his own scars from not having been able to save his younger brother and one of his patients.
The two, suffering from traumatic childhoods, form a heartfelt bond when they become entangled in a perplexing local murder case.

(Source: Soompi, Netflix)","Thriller,Mystery,Romance,Drama","Psychiatrist, Smart Male Lead, Childhood Trauma, Healing, Healthy Mains’ Relationship, Mother-Daughter Relationship, Calm Male Lead, Emotional Scars, Smart Female Lead, Psychological",Seo Hyun Jin Kang Da JungMain RoleKim Dong Wook Joo Young DoMain RoleYoon Park Chae Jun / Choi Jung Min | Doctor Ian ChaseMain RoleNam Gyu Ri Ahn Ga YoungMain RoleKim Ye Won Park Eun Ha [Da Jung's friend]Support RoleHan Min Park Chul Do [Eun Ha's twin brother / Da Jung's friend]Support Role,Netflix ,Lee Mi Na,"Monday, Tuesday",,,,,
"At a Distance, Spring Is Green",2021,https://i.mydramalist.com/2Pxe2_4c.jpg?v=1,"At a Distance, Spring Is Green",South Korea,12,"Jun 14, 2021 - Jul 20, 2021","iQiyi,KBS2,Viki",1 hr 3 min,Not Yet Rated,8.4,433,410,"17,671","A coming of age story about young people in their twenties and the problems they face in university. Nam Soo Hyun and Yeo Joon,two boys with contrasting personalities, unexpectedly become friends when working on a project together.
Depicts the realistic worries and conflicts of university students in their 20's, centered around 1st-year student Yeo Joon. Even though Yeo Joon has an attractive appearance and comes from a wealthy background, he carries pain inside. His character is a puppy-dog freshman who takes a liking to a sunbae and follows him around, leading to an unlikely friendship between two very different boys.

(Source: MyDramaList)

~~ Adapted from the webtoon ""Campus Life"" (멀리서 보면 푸른 봄) by Ji Nyoong (지늉).","Romance, Life, School, Youth",,Park Ji Hoon Yeo JoonMain RoleKangMin Ah Kim So BinMain RoleBae In Hyuk Nam Soo HyunMain RoleKwon Eun Bin Wang Young RanSupport RoleChoi Jung Woo Hong Chan Ki [So Bin's friend]Support RoleWoo Da Vi Gong Mi JooSupport Role,Kocowa  Viki ,Kim Jung Hyun,"Monday, Tuesday",,,,,
